"id","Vote_time","Gender","Years","Country","PDF_ID1","List1","Knowledge1","PDF_ID2","List2","Knowledge2","PDF_ID3","List3","Knowledge3","PDF_ID4","List4","Knowledge4","PDF_ID5","List5","Knowledge5","PDF_ID6","List6","Knowledge6","PDF_ID7","List7","Knowledge7","PDF_ID8","List8","Knowledge8","PDF_ID9","List9","Knowledge9","PDF_ID10","List10","Knowledge10","PDF_ID11","List11","Knowledge11","PDF_ID12","List12","Knowledge12","PDF_ID13","List13","Knowledge13","PDF_ID14","List14","Knowledge14","PDF_ID15","List15","Knowledge15","PDF_ID16","List16","Knowledge16","PDF_ID17","List17","Knowledge17","PDF_ID18","List18","Knowledge18","PDF_ID19","List19","Knowledge19","PDF_ID20","List20","Knowledge20","IP"
"95","3",NULL,NULL,NULL,"277","4","3","210","2","1","458","1","1","366","4","2","173","3","1","251","2","1","272","4","3","154","4","3","275","4","3","496","4","2","11","3","1","48","3","2","478","4","3","431","4","2","116","4","2","198","4","1","26","4","2","20","4","3","151","2","1","364","4","1",NULL
"95","4",NULL,NULL,NULL,"218","4","2","37","4","2","159","4","2","235","2","1","438","3","1","311","1","1","56","4","2","532","3","2","536","4","3","354","4","1","469","3","2","188","2","1","158","4","3","495","4","3","105","3","1","132","4","2","254","4","2","529","4","1","377","3","1","59","4","1",NULL
"95","5",NULL,NULL,NULL,"289","4","1","541","4","3","299","4","3","115","4","3","126","4","2","475","4","2","454","4","0","40","4","3","96","4","2","467","3","1","482","4","3","177","4","3","430","4","3","491","4","2","208","2","1","518","2","1","428","4","2","125","4","3","174","3","1","539","4","3",NULL
"95","6",NULL,NULL,NULL,"399","4","2","420","4","2","342","4","3","339","4","3","293","3","2","156","4","3","121","4","3","301","4","3","169","4","2","139","4","2","97","4","3","185","4","2","394","4","3","461","2","1","182","3","2","286","4","3","523","4","3","470","4","2","207","3","1","215","4","2",NULL
"95","7",NULL,NULL,NULL,"66","4","2","73","3","1","120","4","3","133","4","3","455","4","2","506","4","2","291","3","2","423","4","2","530","4","2","230","4","2","79","3","2","100","4","3","356","4","3","25","4","3","106","4","3","262","4","2","216","3","2","33","4","2","15","4","2","528","4","2",NULL
"95","8",NULL,NULL,NULL,"535","2","0","124","4","0","457","4","0","345","0","0","493","0","0","22","0","0","55","0","0","464","0","0","480","0","0","374","0","0","213","0","0","307","0","0","13","0","0","172","3","0","229","0","0","359","0","0","221","0","0","378","0","0","260","0","0","327","0","0",NULL
"96","1","F","3","USA","58","4","1","261","1","1","10","3","2","115","3","2","383","4","3","282","3","2","301","3","2","280","1","1","470","4","3","82","3","2","195","1","0","358","4","3","402","4","3","506","2","1","199","4","3","148","3","2","432","4","3","162","2","1","50","4","3","22","4","3","130.126.54.61"
"96","2",NULL,NULL,NULL,"453","4","1","106","4","2","275","4","2","257","4","3","239","4","3","271","1","1","318","3","1","139","3","1","538","3","1","54","4","3","252","3","1","303","4","3","35","3","1","546","3","1","287","4","3","46","1","1","414","2","1","328","4","0","542","3","2","9","4","3",NULL
"96","3",NULL,NULL,NULL,"245","4","1","529","3","1","466","4","3","8","4","1","462","4","1","314","3","0","207","1","1","471","3","2","525","4","1","479","2","0","202","4","1","127","3","1","153","3","1","265","4","3","267","4","3","20","4","3","406","1","1","13","1","1","347","3","0","283","3","1",NULL
"96","4",NULL,NULL,NULL,"38","3","2","30","4","3","368","4","1","381","4","1","497","4","3","129","4","1","80","3","1","18","3","1","200","3","1","321","4","1","332","4","3","537","4","3","92","4","3","23","4","3","163","2","1","211","4","1","53","4","1","289","3","1","484","2","2","212","4","3",NULL
"96","5",NULL,NULL,NULL,"246","4","3","297","3","2","319","4","3","393","4","3","7","4","1","543","3","1","412","4","1","45","4","1","99","2","1","145","4","1","95","4","3","522","3","1","460","3","1","338","4","1","238","4","3","220","4","1","171","2","1","464","3","0","83","2","1","196","2","1",NULL
"96","6",NULL,NULL,NULL,"208","1","1","330","4","3","509","4","1","63","3","1","116","4","1","380","4","3","374","4","3","341","4","3","354","2","1","157","4","3","79","3","1","192","4","3","107","4","3","387","3","1","135","4","3","435","1","1","539","4","0","272","4","3","437","4","1","57","4","1",NULL
"97","1","M","2","USA","276","1","1","146","4","1","396","2","1","546","2","1","69","3","1","304","1","1","359","4","2","105","2","1","196","3","1","516","4","2","141","4","2","115","4","1","112","4","1","20","4","1","169","2","1","381","2","1","483","1","1","10","4","1","149","4","3","36","4","2","141.211.206.218"
"98","1","M","3","Sweden",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"78.72.134.7"
"99","1","M","2","USA","449","3","1","260","3","1","82","0","3","101","0","3","105","0","3","383","3","1","467","3","2","59","4","2","83","1","1","45","2","1","34","4","3","437","3","1","526","4","3","123","0","3","461","4","2","424","4","2","140","2","1","406","3","1","286","0","1","381","1","1","150.135.210.89"
"99","2",NULL,NULL,NULL,"90","0","2","18","0","2","23","0","0","382","0","0","92","0","0","432","0","0","103","0","0","247","2","1","411","3","1","219","2","1","108","0","3","56","3","1","409","0","2","156","0","0","317","4","2","97","4","2","530","0","0","7","0","3","516","4","2","142","0","0",NULL
"99","3",NULL,NULL,NULL,"459","4","2","488","4","2","118","4","2","506","4","2","84","0","0","223","4","2","462","4","2","365","0","0","15","0","0","391","0","0","189","0","0","252","0","0","473","0","0","312","3","1","80","3","1","511","3","1","538","0","0","106","0","0","357","3","1","367","2","1",NULL
"99","4",NULL,NULL,NULL,"307","0","0","155","0","0","75","0","0","431","0","0","368","0","0","303","0","0","264","0","0","314","0","0","484","0","0","332","0","0","454","0","0","196","0","0","273","0","0","53","0","0","243","0","0","26","0","0","445","0","0","88","0","0","536","0","0","448","0","0",NULL
"99","5",NULL,NULL,NULL,"373","0","0","338","0","0","236","0","0","16","0","0","70","0","0","188","0","0","410","0","0","42","0","0","263","0","0","333","0","0","358","0","0","162","4","1","356","0","0","49","4","1","27","0","0","315","0","0","205","3","1","132","0","0","372","4","1","173","0","0",NULL
"99","6",NULL,NULL,NULL,"301","3","1","149","0","0","460","0","0","493","3","1","325","0","0","331","0","0","309","2","1","353","0","0","324","0","0","182","0","0","138","0","0","471","0","3","509","0","3","119","0","3","366","0","0","187","1","1","116","0","0","46","2","1","79","1","1","68","1","1",NULL
"99","7",NULL,NULL,NULL,"86","0","0","521","0","0","10","0","0","408","0","0","423","0","0","388","0","0","401","4","1","238","0","0","524","0","0","271","4","1","427","2","1","371","4","2","540","3","1","346","0","0","525","0","0","421","4","2","210","4","1","288","3","1","192","0","0","361","0","0",NULL
"99","8",NULL,NULL,NULL,"453","0","0","418","0","0","542","0","0","197","0","0","362","0","0","274","0","0","62","0","0","251","0","0","290","0","0","502","0","0","145","0","0","32","0","0","369","0","0","522","0","0","344","0","0","237","0","0","510","0","0","397","0","0","122","0","0","21","0","0",NULL
"99","9",NULL,NULL,NULL,"322","0","0","275","0","0","329","0","0","91","0","0","305","0","0","342","0","0","185","0","0","345","0","0","456","0","0","440","0","0","363","0","0","125","0","0","65","0","0","283","0","0","326","0","0","434","0","0","508","3","1","489","0","0","452","0","0","479","0","0",NULL
"99","10",NULL,NULL,NULL,"378","0","0","93","0","0","37","0","0","98","0","0","465","0","0","376","0","0","73","0","0","384","0","0","151","0","0","99","0","0","203","0","0","392","0","0","316","2","1","159","0","0","360","0","0","310","0","0","22","0","0","69","0","0","48","0","0","242","0","0",NULL
"99","11",NULL,NULL,NULL,"147","0","0","354","0","0","33","0","0","499","0","0","505","0","0","112","0","0","469","0","0","412","0","0","25","0","0","337","0","0","163","0","0","261","0","0","258","0","0","304","0","0","230","0","0","414","0","0","135","0","0","443","0","0","248","0","0","497","0","0",NULL
"99","12",NULL,NULL,NULL,"178","0","0","216","0","0","262","0","0","352","0","0","396","3","1","394","0","0","117","0","0","351","0","0","375","0","0","313","0","0","389","0","0","477","2","1","206","0","3","244","4","3","234","2","1","85","3","1","433","0","0","47","0","0","129","0","0","29","0","0",NULL
"99","13",NULL,NULL,NULL,"335","0","0","500","0","0","241","0","0","44","3","1","164","0","0","208","4","2","266","0","0","498","4","3","102","0","0","229","0","0","293","3","1","513","0","0","546","0","0","276","2","1","295","0","0","385","0","0","109","0","0","279","2","1","386","0","0","183","0","0",NULL
"99","14",NULL,NULL,NULL,"284","0","0","4","0","0","447","0","0","14","0","0","240","0","0","422","0","0","323","0","0","339","0","0","221","0","0","259","0","0","438","0","0","466","0","0","265","0","0","529","0","0","225","0","0","50","0","0","268","0","0","186","0","0","38","0","0","451","0","0",NULL
"99","15",NULL,NULL,NULL,"517","3","1","224","0","0","298","0","0","404","0","0","444","0","0","490","0","0","222","0","0","450","0","0","144","0","0","128","0","0","420","0","0","194","0","0","126","0","0","174","0","0","539","0","0","253","0","0","190","0","0","390","0","0","468","0","0","139","0","0",NULL
"99","16",NULL,NULL,NULL,"350","0","0","487","0","0","124","0","0","269","0","0","95","0","0","327","0","0","130","3","1","405","0","0","54","0","0","483","0","0","226","0","0","198","0","0","436","0","0","287","0","0","157","0","0","399","0","0","419","0","0","76","0","0","425","0","0","137","0","0",NULL
"100","1","M","2","USA_UK",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"98.110.16.249"
"101","1","F","2","USA","321","3","2","35","4","3","471","4","3","204","4","3","306","3","1","318","4","3","533","3","2","481","4","3","466","4","3","175","1","1","544","3","1","381","2","1","271","3","1","409","2","1","114","3","1","84","1","1","391","4","3","188","2","1","214","2","1","170","4","3","137.82.80.225"
"102","1","M","3","USA","387","0","3","339","0","3","313","1","2","406","0","0","39","0","0","257","0","0","77","0","0","133","0","0","129","0","0","164","0","0","289","0","0","469","1","1","184","1","1","115","0","0","118","0","0","440","0","0","333","0","0","230","0","0","362","0","0","462","0","0","128.84.7.87"
"103","1","F","2","USA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"128.174.71.197"
"104","1","M","3","uk","279","0","0","336","0","0","107","0","0","297","0","0","82","0","0","388","0","0","378","0","0","364","0","0","191","0","0","133","0","0","416","0","0","184","0","0","277","0","0","205","0","0","298","0","0","535","0","0","260","0","0","501","0","0","507","0","0","75","0","0","128.112.88.206"
"104","2",NULL,NULL,NULL,"44","0","0","111","0","0","342","0","0","302","0","0","230","0","0","441","0","0","487","0","0","202","0","0","140","0","0","152","0","0","465","0","0","114","0","0","283","0","0","463","0","0","26","0","0","386","0","0","13","0","0","155","0","0","159","0","0","307","0","0",NULL
"104","3",NULL,NULL,NULL,"1","0","0","21","0","0","289","0","0","214","0","0","461","0","0","492","0","0","203","0","0","282","0","0","57","0","0","18","0","0","221","0","0","394","0","0","16","0","0","172","0","0","60","0","0","486","0","0","164","0","0","439","0","0","74","0","0","77","0","0",NULL
"104","4",NULL,NULL,NULL,"404","0","0","23","0","0","511","0","0","64","0","0","403","0","0","312","0","0","5","0","0","484","0","0","534","0","0","274","0","0","311","0","0","14","0","0","480","0","0","502","0","0","421","0","0","20","0","0","370","0","0","129","0","0","125","0","0","162","0","0",NULL
"104","5",NULL,NULL,NULL,"117","0","0","40","0","0","392","0","0","38","0","0","24","0","0","32","0","0","544","0","0","447","0","0","513","0","0","201","0","0","288","0","0","241","0","0","187","0","0","477","0","0","120","0","0","11","0","0","361","0","0","79","0","0","280","0","0","377","0","0",NULL
"104","6",NULL,NULL,NULL,"508","0","0","69","0","0","52","0","0","25","0","0","89","0","0","328","0","0","464","0","0","369","0","0","68","0","0","71","0","0","225","0","0","45","0","0","126","0","0","332","0","0","253","0","0","541","0","0","537","0","0","30","0","0","147","0","0","180","0","0",NULL
"104","7",NULL,NULL,NULL,"313","0","0","153","0","0","80","0","0","175","0","0","519","0","0","296","0","0","92","0","0","177","0","0","163","0","0","323","0","0","102","0","0","462","0","0","70","0","0","474","0","0","206","0","0","382","0","0","118","0","0","299","0","0","368","0","0","264","0","0",NULL
"104","8",NULL,NULL,NULL,"239","0","0","258","0","0","281","0","0","238","0","0","41","0","0","476","0","0","273","0","0","178","0","0","440","0","0","165","0","0","532","0","0","315","0","0","224","0","0","372","0","0","17","0","0","143","0","0","76","0","0","454","0","0","190","0","0","47","0","0",NULL
"104","9",NULL,NULL,NULL,"100","0","0","290","0","0","235","0","0","325","0","0","407","0","0","42","0","0","207","0","0","530","0","0","359","0","0","103","0","0","215","0","0","166","0","0","185","0","0","518","0","0","335","0","0","242","0","0","294","0","0","481","0","0","470","0","0","0","0","0",NULL
"104","10",NULL,NULL,NULL,"263","0","0","374","0","0","345","0","0","339","0","0","366","0","0","15","0","0","426","0","0","545","0","0","293","0","0","151","0","0","469","0","0","115","0","0","334","0","0","527","0","0","399","0","0","420","0","0","383","0","0","62","0","0","94","0","0","343","0","0",NULL
"104","11",NULL,NULL,NULL,"91","0","0","66","0","0","356","0","0","7","0","0","353","0","0","148","0","0","358","0","0","389","0","0","265","0","0","418","0","0","528","0","0","495","0","0","514","0","0","97","0","0","85","0","0","331","0","0","171","0","0","375","0","0","58","0","0","182","0","0",NULL
"104","12",NULL,NULL,NULL,"124","0","0","401","0","0","322","0","0","130","0","0","396","0","0","467","0","0","210","0","0","246","0","0","411","0","0","318","0","0","268","0","0","438","0","0","154","0","0","491","0","0","146","0","0","137","0","0","459","0","0","435","0","0","9","0","0","243","0","0",NULL
"104","13",NULL,NULL,NULL,"144","0","0","499","0","0","316","0","0","523","0","0","72","0","0","515","0","0","529","0","0","425","0","0","252","0","0","434","0","0","402","0","0","78","0","0","55","0","0","395","0","0","405","0","0","131","0","0","305","0","0","284","0","0","506","0","0","158","0","0",NULL
"104","14",NULL,NULL,NULL,"536","0","0","387","0","0","314","0","0","81","0","0","262","0","0","19","0","0","8","0","0","10","0","0","27","0","0","104","0","0","306","0","0","200","0","0","303","0","0","490","0","0","199","0","0","520","0","0","444","0","0","295","0","0","431","0","0","56","0","0",NULL
"104","15",NULL,NULL,NULL,"347","0","0","526","0","0","324","0","0","417","0","0","234","0","0","209","0","0","451","0","0","393","0","0","247","0","0","452","0","0","300","0","0","86","0","0","453","0","0","53","0","0","90","0","0","181","0","0","327","0","0","390","0","0","83","0","0","31","0","0",NULL
"104","16",NULL,NULL,NULL,"430","0","0","443","0","0","285","0","0","413","0","0","22","0","0","211","0","0","385","0","0","198","0","0","33","0","0","543","0","0","516","0","0","119","0","0","222","0","0","320","0","0","308","0","0","141","0","0","223","0","0","228","0","0","391","0","0","468","0","0",NULL
"104","17",NULL,NULL,NULL,"483","0","0","257","0","0","419","0","0","266","0","0","135","0","0","132","0","0","245","0","0","34","0","0","168","0","0","450","0","0","500","0","0","494","0","0","309","0","0","150","0","0","412","0","0","338","0","0","109","0","0","406","0","0","2","0","0","482","0","0",NULL
"104","18",NULL,NULL,NULL,"321","0","0","546","0","0","87","0","0","254","0","0","409","0","0","367","0","0","540","0","0","371","0","0","139","0","0","170","0","0","136","0","0","186","0","0","3","0","0","522","0","0","472","0","0","112","0","0","236","0","0","73","0","0","134","0","0","188","0","0",NULL
"104","19",NULL,NULL,NULL,"250","0","0","12","0","0","380","0","0","400","0","0","457","0","0","208","0","0","227","0","0","445","0","0","218","0","0","183","0","0","48","0","0","287","0","0","39","0","0","127","0","0","479","0","0","156","0","0","88","0","0","278","0","0","212","0","0","105","0","0",NULL
"104","20",NULL,NULL,NULL,"538","0","0","229","0","0","275","0","0","255","0","0","193","0","0","408","0","0","329","0","0","373","0","0","531","0","0","50","0","0","251","0","0","98","0","0","360","0","0","471","0","0","539","0","0","376","0","0","466","0","0","54","0","0","4","0","0","176","0","0",NULL
"105","1","M","3","USA","440","0","0","475","0","0","404","0","0","469","0","0","225","0","0","158","0","0","424","0","0","327","0","0","306","0","0","479","0","0","343","0","0","155","0","0","344","0","0","455","0","0","521","0","0","503","0","0","339","0","0","86","0","0","380","0","0","317","0","0","73.218.71.200"
"106","1","M","2","USA","25","4","3","306","2","1","90","3","1","57","3","1","264","3","2","278","3","2","439","3","1","522","4","3","363","4","2","391","4","3","53","4","1","544","4","1","407","4","1","438","4","3","434","3","1","223","4","1","151","4","1","231","4","2","241","3","1","244","4","1","206.196.184.12"
"107","1","M","3","Canada","106","2","2","342","0","0","362","0","0","394","0","0","155","0","0","221","1","1","97","0","0","220","0","0","326","0","0","4","0","0","46","0","0","79","0","0","472","0","0","537","0","0","50","1","1","212","0","0","469","0","0","268","0","0","430","0","0","20","0","0","73.218.71.200"
"107","2",NULL,NULL,NULL,"86","0","0","202","0","0","121","0","0","505","0","0","107","0","0","325","0","0","529","0","0","250","0","0","415","2","1","184","0","0","73","0","0","105","0","0","142","0","0","511","0","0","75","0","0","179","0","0","255","1","1","48","0","0","331","0","0","83","2","1",NULL
"107","3",NULL,NULL,NULL,"410","0","0","78","0","0","91","0","0","391","0","0","70","0","0","144","0","0","369","0","0","13","0","0","348","0","0","513","0","0","206","3","1","303","0","0","545","0","0","498","0","0","205","0","0","401","0","0","100","0","0","62","0","0","451","0","0","398","3","1",NULL
"107","4",NULL,NULL,NULL,"33","4","0","393","3","1","299","4","1","312","4","1","388","4","2","414","1","1","218","3","1","302","4","2","32","4","2","459","3","1","319","0","1","349","2","1","150","3","1","252","4","1","310","3","1","374","4","1","203","4","1","311","2","1","364","4","1","435","3","1",NULL
"107","5",NULL,NULL,NULL,"504","3","1","249","4","2","28","0","0","172","3","1","338","4","2","452","3","1","492","4","0","290","3","1","518","4","1","17","3","1","365","4","2","165","4","1","259","4","1","236","0","0","500","3","1","313","4","1","278","2","1","200","2","1","291","3","1","434","0","0",NULL
"107","6",NULL,NULL,NULL,"18","2","1","474","4","1","244","4","1","57","3","1","329","4","1","126","1","1","262","4","1","140","1","0","127","2","1","261","1","1","355","4","1","444","4","1","519","4","1","496","1","1","120","4","1","243","3","1","154","4","1","6","4","1","538","2","1","387","1","1",NULL
"107","7",NULL,NULL,NULL,"295","2","1","499","2","1","503","3","1","346","4","1","546","2","1","134","4","1","357","3","1","517","3","1","282","4","1","39","2","1","296","2","1","359","4","1","536","4","1","516","0","0","392","4","1","119","2","1","228","2","1","137","2","1","327","3","1","209","1","1",NULL
"107","8",NULL,NULL,NULL,"396","0","0","489","0","0","82","0","0","135","0","0","305","0","0","151","0","0","15","0","0","481","0","0","117","0","0","95","0","0","448","0","0","34","0","0","217","0","0","173","0","0","502","0","0","26","0","0","233","0","0","257","0","0","11","0","0","473","0","0",NULL
"107","9",NULL,NULL,NULL,"409","0","0","380","0","0","514","0","0","215","0","0","175","0","0","103","0","0","196","0","0","458","0","0","41","0","0","347","0","0","1","0","0","138","0","0","358","0","0","307","0","0","87","0","0","289","0","0","159","0","0","395","0","0","288","0","0","216","0","0",NULL
"107","10",NULL,NULL,NULL,"23","0","0","102","0","0","314","0","0","543","0","0","181","0","0","123","0","0","177","0","0","101","0","0","421","0","0","5","0","0","122","0","0","376","0","0","450","0","0","534","0","0","411","0","0","510","0","0","386","0","0","405","0","0","176","0","0","182","0","0",NULL
"107","11",NULL,NULL,NULL,"225","0","0","540","0","0","66","0","0","72","0","0","308","0","0","330","0","0","59","0","0","272","0","0","231","0","0","317","0","0","542","0","0","131","0","0","453","0","0","442","0","0","321","0","0","408","0","0","525","0","0","535","0","0","85","0","0","61","0","0",NULL
"107","12",NULL,NULL,NULL,"440","0","0","532","0","0","413","0","0","520","0","0","258","0","0","335","0","0","332","0","0","191","0","0","208","0","0","109","0","0","344","0","0","281","0","0","115","0","0","35","0","0","300","0","0","254","0","0","58","0","0","201","0","0","322","0","0","527","0","0",NULL
"107","13",NULL,NULL,NULL,"297","0","0","372","0","0","404","0","0","425","0","0","108","0","0","397","0","0","88","0","0","52","0","0","133","0","0","214","0","0","241","0","0","354","0","0","77","0","0","167","0","0","515","0","0","383","0","0","260","0","0","544","0","0","45","0","0","0","0","0",NULL
"107","14",NULL,NULL,NULL,"471","0","0","219","0","0","213","0","0","193","0","0","157","0","0","238","0","0","55","0","0","224","0","0","373","0","0","479","0","0","478","0","0","306","0","0","71","0","0","507","0","0","309","0","0","180","0","0","468","0","0","301","0","0","279","0","0","427","0","0",NULL
"107","15",NULL,NULL,NULL,"420","0","0","227","0","0","47","0","0","445","0","0","446","0","0","99","0","0","112","0","0","318","0","0","223","0","0","287","0","0","116","0","0","533","0","0","482","0","0","280","0","0","9","0","0","294","0","0","345","0","0","495","0","0","239","0","0","69","0","0",NULL
"107","16",NULL,NULL,NULL,"371","0","0","124","0","0","64","0","0","240","0","0","146","0","0","31","0","0","487","0","0","132","0","0","366","0","0","343","0","0","531","0","0","36","0","0","339","0","0","110","0","0","125","0","0","187","0","0","76","0","0","541","0","0","51","0","0","336","0","0",NULL
"107","17",NULL,NULL,NULL,"263","0","0","522","0","0","89","0","0","433","0","0","253","0","0","80","0","0","195","0","0","25","0","0","96","0","0","38","0","0","350","0","0","293","0","0","485","0","0","337","0","0","40","0","0","320","0","0","65","0","0","443","0","0","506","0","0","245","0","0",NULL
"107","18",NULL,NULL,NULL,"24","0","0","462","0","0","367","0","0","192","0","0","449","0","0","16","0","0","477","0","0","361","0","0","229","0","0","461","0","0","234","0","0","494","0","0","368","0","0","539","0","0","351","0","0","377","0","0","360","0","0","353","0","0","114","0","0","156","0","0",NULL
"107","19",NULL,NULL,NULL,"465","0","0","190","0","0","198","0","0","275","0","0","508","0","0","480","0","0","341","0","0","270","0","0","530","0","0","466","0","0","53","0","0","222","0","0","304","0","0","274","0","0","476","0","0","158","0","0","189","0","0","54","0","0","93","0","0","248","0","0",NULL
"107","20",NULL,NULL,NULL,"447","0","0","183","0","0","463","0","0","475","0","0","273","0","0","375","0","0","246","0","0","145","0","0","328","0","0","378","0","0","49","0","0","324","0","0","29","0","0","389","0","0","8","0","0","426","0","0","44","0","0","488","0","0","460","0","0","340","0","0",NULL
"107","21",NULL,NULL,NULL,"267","0","0","81","0","0","457","0","0","438","0","0","63","0","0","523","0","0","164","0","0","174","0","0","467","0","0","197","0","0","399","0","0","111","0","0","143","0","0","68","0","0","56","0","0","403","0","0","94","0","0","113","0","0","490","0","0","333","0","0",NULL
"108","1","M","2","United_States","72","4","1","221","4","1","169","4","2","449","4","2","145","4","2","414","3","1","231","4","1","168","3","2","448","4","1","505","4","2","86","4","2","173","4","1","504","2","1","495","4","3","167","3","2","363","4","1","241","4","1","175","2","1","112","3","1","483","3","1","108.228.246.86"
"108","2",NULL,NULL,NULL,"209","3","1","107","4","1","2","4","1","237","4","3","322","4","2","455","4","1","341","4","1","400","3","1","49","4","1","516","4","1","103","4","2","451","4","2","105","4","2","163","3","1","283","4","2","15","4","1","329","4","2","522","4","3","99","4","2","390","4","3",NULL
"108","3",NULL,NULL,NULL,"265","4","3","219","2","1","306","1","1","271","4","1","98","4","1","302","4","3","94","4","1","29","4","1","304","4","1","350","3","1","122","4","1","125","4","3","224","4","3","159","2","1","5","4","1","73","4","1","204","4","3","245","4","3","201","4","3","152","1","1",NULL
"108","4",NULL,NULL,NULL,"183","4","2","80","4","1","286","4","3","426","4","1","301","4","1","342","4","1","141","4","3","100","4","3","368","4","3","435","4","2","407","4","1","20","4","3","292","2","1","508","4","1","154","4","1","321","4","1","53","4","3","149","4","3","136","4","1","460","3","1",NULL
"108","5",NULL,NULL,NULL,"485","2","1","45","3","1","336","4","1","277","4","2","502","4","3","337","4","1","456","4","3","425","4","1","510","4","3","348","4","3","372","4","1","462","4","1","148","4","3","453","3","1","160","4","1","475","4","3","295","4","1","354","4","1","177","4","2","395","4","3",NULL
"108","6",NULL,NULL,NULL,"519","4","1","428","3","1","482","4","3","305","4","1","8","4","2","437","4","2","297","4","1","155","4","3","254","4","1","335","4","1","147","4","1","230","3","1","465","3","1","330","4","1","170","4","1","118","4","1","442","4","1","474","4","2","463","3","1","249","4","2",NULL
"108","7",NULL,NULL,NULL,"391","4","1","468","4","2","133","4","3","476","4","2","369","4","1","229","4","3","393","4","2","479","3","1","447","4","1","16","4","1","85","3","1","501","4","1","215","4","1","144","3","1","515","4","1","191","4","3","500","4","2","303","4","3","30","4","2","289","4","1",NULL
"108","8",NULL,NULL,NULL,"355","4","1","466","4","2","494","4","3","56","4","1","410","4","2","436","4","2","537","4","2","279","3","1","457","4","1","334","4","3","541","4","1","79","2","1","318","4","2","333","4","1","91","4","1","357","3","1","146","4","2","352","4","1","185","2","1","202","4","1",NULL
"109","1","M","3","Canada",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"198.90.80.106"
"110","1","F","2","Canada","275","4","3","375","3","2","154","4","3","426","4","3","222","1","1","221","4","3","180","3","1","41","3","2","234","3","3","109","4","3","304","4","3","68","4","3","437","3","2","502","3","2","148","4","3","534","3","1","425","4","3","230","3","3","386","4","2","331","4","1","137.122.43.73"
"111","1","M","3","US","37","4","3","87","3","2","542","4","3","152","2","1","502","3","2","193","4","3","123","4","3","250","4","3","79","2","2","92","4","3","21","4","3","263","2","1","420","4","3","304","2","1","444","3","2","524","4","3","530","4","3","184","1","1","338","3","3","330","4","3","164.67.185.201"
"111","2",NULL,NULL,NULL,"298","4","3","163","3","1","398","3","2","345","4","3","429","4","3","112","3","2","477","2","1","459","3","2","343","4","3","269","4","3","379","4","3","363","4","3","436","2","2","228","1","1","58","4","3","150","4","3","65","4","3","485","3","2","352","4","3","106","3","2",NULL
"112","1","M","3","Switzerland",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"31.10.135.80"
"113","1","M","2","canada","465","3","1","17","0","3","328","4","3","234","4","3","150","3","3","515","3","1","254","1","1","376","4","3","346","0","0","304","2","1","215","3","1","221","3","2","349","3","2","408","3","1","318","4","1","440","4","2","141","0","3","393","4","3","307","2","1","274","1","1","74.59.87.64"
